"filename", "language", "C++", "CMake", "Dart", "JSON", "YAML", "Markdown", "Swift", "XML", "Properties", "HTML", "comment", "blank", "total"
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\checkout\widgets\billing_payment_section.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\home\home.dart", "Dart", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 7, 4, 90
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\home\widget\home_appbar.dart", "Dart", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\home\widget\home_categories.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\home\widget\promo_slider.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\home\widget\s_catogries.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 1, 3, 45
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\order\order.dart", "Dart", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\order\widgets\s.order.list.dart", "Dart", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 4, 110
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\product_attributes.dart", "Dart", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 2, 4, 121
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\product_detail.dart", "Dart", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 4, 6, 102
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\product_meta_data.dart", "Dart", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 3, 78
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\rating_share_detail.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\widgets\product.detail.image.silder.dart", "Dart", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 1, 6, 69
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_detail\widgets\sbottom.add.to.cart.dart", "Dart", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 4, 65
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_reviews\product_reviews.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 3, 3, 41
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_reviews\rating_progress_indicator.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_reviews\user_review_card.dart", "Dart", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 3, 107
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\product_reviews\widgets\progress_indicator_and_reviews.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 3, 39
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\store\store.dart", "Dart", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 3, 5, 105
"d:\Profesional Flutter project Structure\s_store\lib\fetaures\shop\screens\sub_catogories\sub_categories.dart", "Dart", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47
"d:\Profesional Flutter project Structure\s_store\lib\firebase_options.dart", "Dart", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 12, 5, 75
"d:\Profesional Flutter project Structure\s_store\lib\main.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 4, 26
"d:\Profesional Flutter project Structure\s_store\lib\navigation_menu.dart", "Dart", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\login\login_screen.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 3, 43
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\login\signup\widgets\signup.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\login\signup\widgets\verify_email.dart", "Dart", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 8, 5, 88
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\login\widgets\login_form.dart", "Dart", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 4, 78
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\login\widgets\login_header.dart", "Dart", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\onboarding.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 3, 3, 52
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\widgets\Smooth_page_indicator.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\widgets\on_oarding_next.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\widgets\onboarding_page.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 3, 43
"d:\Profesional Flutter project Structure\s_store\lib\screens\Screen.onBoarding\widgets\onboarding_skip.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\Profesional Flutter project Structure\s_store\lib\screens\password_configuration\forget_password.dart", "Dart", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 4, 57
"d:\Profesional Flutter project Structure\s_store\lib\screens\password_configuration\reset_password.dart", "Dart", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 4, 3, 59
"d:\Profesional Flutter project Structure\s_store\lib\screens\sign_up.widgets\sign_up.dart", "Dart", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 2, 3, 45
"d:\Profesional Flutter project Structure\s_store\lib\screens\sign_up.widgets\signup_form.dart", "Dart", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 6, 6, 149
"d:\Profesional Flutter project Structure\s_store\lib\screens\sign_up.widgets\terms.and.condition.checkbox.dart", "Dart", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 2, 63
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\api_constant.dart", "Dart", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\colors.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 9, 11, 56
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\enums.dart", "Dart", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\image_string.dart", "Dart", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 10, 3, 107
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\sizes.dart", "Dart", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 15, 9, 63
"d:\Profesional Flutter project Structure\s_store\lib\utils\constants\text_strings.dart", "Dart", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 7, 2, 65
"d:\Profesional Flutter project Structure\s_store\lib\utils\device\device_utilty.dart", "Dart", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 9, 25, 135
"d:\Profesional Flutter project Structure\s_store\lib\utils\exception\exceptions.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 4, 3, 57
"d:\Profesional Flutter project Structure\s_store\lib\utils\exception\firebase_auth_exception.dart", "Dart", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 1, 91
"d:\Profesional Flutter project Structure\s_store\lib\utils\exception\firebase_exceptions.dart", "Dart", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 4, 3, 101
"d:\Profesional Flutter project Structure\s_store\lib\utils\exception\format_exceptions.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 5, 53
"d:\Profesional Flutter project Structure\s_store\lib\utils\exception\platform_exceptions.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 3, 43
"d:\Profesional Flutter project Structure\s_store\lib\utils\formatters\formatter.dart", "Dart", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 13, 14, 87
"d:\Profesional Flutter project Structure\s_store\lib\utils\helpers\helper_functions.dart", "Dart", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 3, 10, 89
"d:\Profesional Flutter project Structure\s_store\lib\utils\popUp\full_screen_loader.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Profesional Flutter project Structure\s_store\lib\utils\popUp\loader.dart", "Dart", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\appbar_theme.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\bottom_sheet.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\checkbox_theme.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\chip_theme.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 2, 24
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\s_elevated_theme.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 2, 42
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\text_theme.dart", "Dart", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 6, 124
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\outline__button_theme.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 2, 36
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\text_field_theme.dart", "Dart", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 1, 4, 71
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\thme.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"d:\Profesional Flutter project Structure\s_store\lib\utils\validators\validation.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 3, 6, 55
"d:\Profesional Flutter project Structure\s_store\linux\CMakeLists.txt", "CMake", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"d:\Profesional Flutter project Structure\s_store\linux\flutter\CMakeLists.txt", "CMake", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugin_registrant.cc", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 16
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugins.cmake", "CMake", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Profesional Flutter project Structure\s_store\linux\runner\CMakeLists.txt", "CMake", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"d:\Profesional Flutter project Structure\s_store\linux\runner\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Profesional Flutter project Structure\s_store\linux\runner\my_application.cc", "C++", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 145
"d:\Profesional Flutter project Structure\s_store\linux\runner\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\Profesional Flutter project Structure\s_store\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 4, 23
"d:\Profesional Flutter project Structure\s_store\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 4, 13
"d:\Profesional Flutter project Structure\s_store\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\Profesional Flutter project Structure\s_store\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\Profesional Flutter project Structure\s_store\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"d:\Profesional Flutter project Structure\s_store\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\Profesional Flutter project Structure\s_store\pubspec.yaml", "YAML", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 14, 69
"d:\Profesional Flutter project Structure\s_store\splash.yaml", "YAML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 6, 17
"d:\Profesional Flutter project Structure\s_store\test\widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 6, 30
"d:\Profesional Flutter project Structure\s_store\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 15, 18, 117
"d:\Profesional Flutter project Structure\s_store\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\Profesional Flutter project Structure\s_store\windows\CMakeLists.txt", "CMake", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"d:\Profesional Flutter project Structure\s_store\windows\flutter\CMakeLists.txt", "CMake", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugin_registrant.cc", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugins.cmake", "CMake", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"d:\Profesional Flutter project Structure\s_store\windows\runner\CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"d:\Profesional Flutter project Structure\s_store\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\Profesional Flutter project Structure\s_store\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\Profesional Flutter project Structure\s_store\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\Profesional Flutter project Structure\s_store\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\Profesional Flutter project Structure\s_store\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\Profesional Flutter project Structure\s_store\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\Profesional Flutter project Structure\s_store\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\Profesional Flutter project Structure\s_store\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 567, 467, 6184, 336, 68, 18, 65, 541, 8, 84, 476, 886, 9700